,_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,choose_the_most_natural_answer_to_the_question_above,choose_the_most_natural_answer_to_the_question_above:confidence,_created_at,orig__unit_id,_updated_at,choose_the_most_natural_answer_to_the_question_above_gold,choose_the_most_natural_answer_to_the_question_above_gold_reason,would_you_be_able_to_tell_me_what_the_balance_on_my_room_is,Label,Diff,Low_confidence,Low_confidence & diff,both_low_conf_with_diff,high_conf_toby_low_conf_info_desk_with_diff,label_ml
422,1811816678,FALSE,finalized,5,7/16/2018 1:53:58,2,0.5743,7/13/2018 18:17:01,1810989034,7/13/2018 18:17:01,,,Question: what time is check out,1,0,1,0,0,0,1
423,1811819016,FALSE,finalized,5,7/15/2018 19:31:15,2,0.7864,7/13/2018 18:17:21,1810991455,7/13/2018 18:17:21,,,Hey what his the earliest I can do check in ?,1,0,0,0,0,0,1
424,1811817572,FALSE,finalized,5,7/15/2018 20:39:16,0,0.5926,7/13/2018 18:17:08,1810989960,7/13/2018 18:17:08,,,How many bananas and how many tea bags?,0,0,1,0,0,0,2
425,1811817670,FALSE,finalized,5,7/15/2018 21:24:46,0,0.7982,7/13/2018 18:17:09,1810990061,7/13/2018 18:17:09,,,Ok what time works well for calls for you?,0,0,0,0,0,0,2
426,1811815310,FALSE,finalized,5,7/15/2018 18:51:45,1,1,7/13/2018 18:16:49,1810987632,7/13/2018 18:16:49,,,Actually- can you arrange for a car to get us at the airport?,0,0,0,0,0,0,0
427,1811818706,FALSE,finalized,5,7/15/2018 11:12:44,0,0.8173,7/13/2018 18:17:18,1810991131,7/13/2018 18:17:18,,,so not sure what time we will arrive,0,0,0,0,0,0,2
428,1811818135,FALSE,finalized,7,7/15/2018 15:46:27,0,0.5616,7/13/2018 18:17:13,1810990544,7/13/2018 18:17:13,,,can you tell me how busy the blue is right now,0,0,1,0,0,0,2
429,1811818288,FALSE,finalized,5,7/15/2018 18:11:08,2,0.6127,7/13/2018 18:17:14,1810990698,7/13/2018 18:17:14,,,My package includes champagne and chocolate truffles how do I go about getting them?,1,0,1,0,0,0,1
430,1811815796,FALSE,finalized,5,7/15/2018 5:56:02,2,1,7/13/2018 18:16:53,1810988130,7/13/2018 18:16:53,,,"Hi, is there Aloe Vera in the boutique shop?",1,0,0,0,0,0,1
431,1811819018,FALSE,finalized,6,7/15/2018 10:14:24,0,1,7/13/2018 18:17:21,1810991457,7/13/2018 18:17:21,,,How far away is it?,0,0,0,0,0,0,2
432,1811819040,FALSE,finalized,7,7/15/2018 5:07:36,2,0.4471,7/13/2018 18:17:21,1810991483,7/13/2018 18:17:21,,,Just wanted to know for sure what time to be out.,1,0,1,0,0,0,1
433,1811816139,FALSE,finalized,5,7/15/2018 23:44:50,3,0.5763,7/13/2018 18:16:56,1810988482,7/13/2018 18:16:56,,,If possible can we ask for a room with a city view?,0,0,1,0,0,0,0
434,1811814647,FALSE,finalized,5,7/15/2018 10:15:49,2,0.8019,7/13/2018 18:16:44,1810986957,7/13/2018 18:16:44,,,Can you please tell me what PG movies are available with the movie night package?,1,0,0,0,0,0,1
435,1811815938,FALSE,finalized,6,7/15/2018 14:10:10,2,0.826,7/13/2018 18:16:54,1810988276,7/13/2018 18:16:54,,,How long of a drive is it from the airport?,1,0,0,0,0,0,1
436,1811813414,FALSE,finalized,5,7/15/2018 18:28:06,2,0.7884,7/13/2018 18:16:35,1810985688,7/13/2018 18:16:35,,,", do you have wine bottle openers ?",1,0,0,0,0,0,1
437,1811815693,FALSE,finalized,5,7/15/2018 14:49:45,2,0.802,7/13/2018 18:16:53,1810988028,7/13/2018 18:16:53,,,What transportation do you suggest from the airport to the hotel?,1,0,0,0,0,0,1
438,1811817480,FALSE,finalized,7,7/15/2018 15:20:35,2,1,7/13/2018 18:17:07,1810989866,7/13/2018 18:17:07,,,Hello friends at guild - is there a store close by where I can get a birthday card?,1,0,0,0,0,0,1
439,1811813199,FALSE,finalized,5,7/14/2018 22:24:18,3,1,7/13/2018 18:16:33,1810985467,7/13/2018 18:16:33,,,Can you tell me what floor we will be on?,0,0,0,0,0,0,0
440,1811816398,FALSE,finalized,5,7/15/2018 7:00:39,2,1,7/13/2018 18:16:58,1810988745,7/13/2018 18:16:58,,,Do I need to send the picture of my license plate now or when we arrive?,1,0,0,0,0,0,1
441,1811814759,FALSE,finalized,5,7/15/2018 19:01:23,2,0.434,7/13/2018 18:16:45,1810987072,7/13/2018 18:16:45,,,can you come by a bit later?,1,0,1,0,0,0,1
442,1811817797,FALSE,finalized,5,7/15/2018 10:43:18,0,1,7/13/2018 18:17:10,1810990192,7/13/2018 18:17:10,,,Any idea what these are?,0,0,0,0,0,0,2
443,1811816729,FALSE,finalized,5,7/16/2018 0:49:24,2,0.826,7/13/2018 18:17:01,1810989089,7/13/2018 18:17:01,,,"I am travelling from Australia, where would I purchase one of these locally?",1,0,0,0,0,0,1
444,1811813867,FALSE,finalized,5,7/15/2018 19:20:21,2,0.4126,7/13/2018 18:16:38,1810986153,7/13/2018 18:16:38,,,I need a early check in room do you have any open,1,0,1,0,0,0,1
445,1811817098,FALSE,finalized,5,7/15/2018 15:01:05,2,1,7/13/2018 18:17:04,1810989470,7/13/2018 18:17:04,,,"Hi Ben, where is the fitness center in this building?",1,0,0,0,0,0,1
446,1811814193,FALSE,finalized,5,7/15/2018 8:06:53,0,1,7/13/2018 18:16:41,1810986490,7/13/2018 18:16:41,,,Well that's where do brunch and celebrate her bday too...,0,0,0,0,0,0,2
447,1811814090,FALSE,finalized,5,7/15/2018 19:13:03,2,0.5938,7/13/2018 18:16:40,1810986377,7/13/2018 18:16:40,,,"Hi yes, our fight is delayed tomorrow, can we have a late check out?",1,0,1,0,0,0,1
448,1811814003,FALSE,finalized,5,7/15/2018 12:34:13,2,0.4216,7/13/2018 18:16:39,1810986290,7/13/2018 18:16:39,,,Thanks..if need b can we drop off luggage and valet park our car,1,0,1,0,0,0,1
449,1811814494,FALSE,finalized,5,7/16/2018 2:06:34,2,1,7/13/2018 18:16:43,1810986800,7/13/2018 18:16:43,,,brand / type of coffee machine do you have inside de room ?,1,0,0,0,0,0,1
450,1811818439,FALSE,finalized,5,7/15/2018 7:59:43,2,0.8081,7/13/2018 18:17:16,1810990853,7/13/2018 18:17:16,,,"Hi Butler, how can we get a pizza delivered?",1,0,0,0,0,0,1
451,1811813240,FALSE,finalized,5,7/14/2018 22:52:32,2,1,7/13/2018 18:16:33,1810985509,7/13/2018 18:16:33,,,What time does the bar open upstairs?,1,0,0,0,0,0,1
452,1811816185,FALSE,finalized,5,7/15/2018 20:39:31,2,1,7/13/2018 18:16:56,1810988528,7/13/2018 18:16:56,,,Hi I'm staying at your property but not sure how to register my rental car so it doesn't get towed,1,0,0,0,0,0,1
453,1811813183,FALSE,finalized,5,7/14/2018 22:21:24,2,1,7/13/2018 18:16:33,1810985450,7/13/2018 18:16:33,,,"Room 638, what time does the bar close?",1,0,0,0,0,0,1
454,1811816581,FALSE,finalized,5,7/15/2018 5:07:40,2,1,7/13/2018 18:17:00,1810988934,7/13/2018 18:17:00,,,What time does the office close?,1,0,0,0,0,0,1
455,1811818483,FALSE,finalized,5,7/15/2018 12:37:38,1,1,7/13/2018 18:17:16,1810990897,7/13/2018 18:17:16,,,And can you send up a toothbrush?,0,0,0,0,0,0,0
456,1811816746,FALSE,finalized,5,7/16/2018 3:06:24,0,0.8,7/13/2018 18:17:01,1810989107,7/13/2018 18:17:01,,,What time can we expect?,0,0,0,0,0,0,2
457,1811818527,FALSE,finalized,5,7/16/2018 3:31:17,2,1,7/13/2018 18:17:17,1810990943,7/13/2018 18:17:17,,,Pool opens at what time?,1,0,0,0,0,0,1
458,1811816770,FALSE,finalized,5,7/15/2018 18:56:45,3,0.7909,7/13/2018 18:17:01,1810989133,7/13/2018 18:17:01,,,"Also, this may sound stupid but which location did I book?",0,0,0,0,0,0,0
459,1811818128,FALSE,finalized,6,7/15/2018 16:26:26,2,1,7/13/2018 18:17:13,1810990537,7/13/2018 18:17:13,,,Is there anywhere to meet the Hornets Players when they go to the game tomorrow?,1,0,0,0,0,0,1
460,1811813493,FALSE,finalized,5,7/16/2018 0:32:59,2,0.7944,7/13/2018 18:16:35,1810985772,7/13/2018 18:16:35,,,Also is there a boardwalk with fried dough & ice cream?,1,0,0,0,0,0,1
461,1811813602,FALSE,finalized,5,7/15/2018 19:00:33,2,1,7/13/2018 18:16:36,1810985885,7/13/2018 18:16:36,,,Good morning what time is the breakfast buffet served till and how much does it cost?,1,0,0,0,0,0,1
462,1811818802,FALSE,finalized,7,7/15/2018 5:02:29,2,0.7003,7/13/2018 18:17:19,1810991229,7/13/2018 18:17:19,,,We are now arriving at around 12:45 - 1:00 how is early check in looking??,1,0,0,0,0,0,1
463,1811815665,FALSE,finalized,5,7/15/2018 8:58:21,2,1,7/13/2018 18:16:52,1810988000,7/13/2018 18:16:52,,,Could you tell me is there a coffee maker in our room?,1,0,0,0,0,0,1
464,1811814171,FALSE,finalized,6,7/15/2018 9:51:36,0,1,7/13/2018 18:16:41,1810986464,7/13/2018 18:16:41,,,Just not sure what time it would be.,0,0,0,0,0,0,2
465,1811818204,FALSE,finalized,5,7/16/2018 5:00:10,2,0.7982,7/13/2018 18:17:14,1810990614,7/13/2018 18:17:14,,,Is there a little store on site where I could purchase a band aid?,1,0,0,0,0,0,1
466,1811815687,FALSE,finalized,5,7/15/2018 9:53:42,3,0.7989,7/13/2018 18:16:53,1810988022,7/13/2018 18:16:53,,,"Hello, can you confirm that we signed out of our cabana.",0,0,0,0,0,0,0
467,1811815823,FALSE,finalized,5,7/15/2018 11:20:12,3,0.4455,7/13/2018 18:16:54,1810988157,7/13/2018 18:16:54,,,Certainly can I see what the total charges are at this time?,0,0,1,0,0,0,0
468,1811816607,FALSE,finalized,5,7/15/2018 6:03:19,3,0.6058,7/13/2018 18:17:00,1810988960,7/13/2018 18:17:00,,,iday when there is a room ready to check in?,0,0,1,0,0,0,0
469,1811818936,FALSE,finalized,5,7/15/2018 7:39:27,0,1,7/13/2018 18:17:20,1810991367,7/13/2018 18:17:20,,,is there any in the fridges?,0,0,0,0,0,0,2
470,1811814706,FALSE,finalized,6,7/15/2018 10:17:56,2,0.6774,7/13/2018 18:16:45,1810987018,7/13/2018 18:16:45,,,When can we check in tomorrow please?,1,0,1,0,0,0,1
471,1811819089,FALSE,finalized,5,7/15/2018 10:19:06,2,0.8,7/13/2018 18:17:21,1810991537,7/13/2018 18:17:21,,,"hi, just to double check, do you have an apple tv at the unit (Flat 482,.630 Veterans blvd)?",1,0,0,0,0,0,1
472,1811814253,FALSE,finalized,5,7/15/2018 21:51:22,2,0.8241,7/13/2018 18:16:41,1810986550,7/13/2018 18:16:41,,,"If we get there earlier, can we park, and you hold our luggage?",1,0,0,0,0,0,1
473,1811815643,FALSE,finalized,5,7/15/2018 5:07:03,2,1,7/13/2018 18:16:52,1810987978,7/13/2018 18:16:52,,,And how much for water taxi?,1,0,0,0,0,0,1
474,1811816364,FALSE,finalized,5,7/15/2018 23:47:15,2,0.6308,7/13/2018 18:16:58,1810988713,7/13/2018 18:16:58,,,"If we make other arrangements, can we get a refund?",1,0,1,0,0,0,1
475,1811815858,FALSE,finalized,5,7/15/2018 14:14:05,2,1,7/13/2018 18:16:54,1810988194,7/13/2018 18:16:54,,,What time does the band start on the roof,1,0,0,0,0,0,1
476,1811818762,FALSE,finalized,5,7/16/2018 2:34:30,0,0.5941,7/13/2018 18:17:19,1810991188,7/13/2018 18:17:19,,,nd I will be glad to reschedule with you directly if that's what is required.,0,0,1,0,0,0,2
477,1811816292,FALSE,finalized,5,7/15/2018 15:11:33,0,1,7/13/2018 18:16:57,1810988638,7/13/2018 18:16:57,,,Not exactly sure what time we will be there.,0,0,0,0,0,0,2
478,1811815566,FALSE,finalized,5,7/15/2018 11:17:54,2,1,7/13/2018 18:16:52,1810987900,7/13/2018 18:16:52,,,Yes .Thx .Do you provide any transportation from airport ? .If not how much a cab will cost ?,1,0,0,0,0,0,1
479,1811816013,FALSE,finalized,5,7/15/2018 6:40:18,2,0.61,7/13/2018 18:16:55,1810988355,7/13/2018 18:16:55,,,I am here where do I leave my bags.,1,0,1,0,0,0,1
480,1811814259,FALSE,finalized,5,7/15/2018 6:20:06,1,1,7/13/2018 18:16:41,1810986556,7/13/2018 18:16:41,,,"It is our honey moon, is it possible to put rose pedals in the room?",0,0,0,0,0,0,0
481,1811814068,FALSE,finalized,5,7/15/2018 21:20:10,2,0.6354,7/13/2018 18:16:40,1810986353,7/13/2018 18:16:40,,,Okay when is the latest I can reserve one of the rooms?,1,0,1,0,0,0,1
482,1811814096,FALSE,finalized,5,7/15/2018 5:13:38,0,0.6176,7/13/2018 18:16:40,1810986383,7/13/2018 18:16:40,,,:) do you have any more funny Abe Lincoln pictures? :),0,0,1,0,0,0,2
483,1811816052,FALSE,finalized,5,7/16/2018 2:21:49,2,0.7971,7/13/2018 18:16:55,1810988395,7/13/2018 18:16:55,,,"we are in town just having lunch, can we check in any time?",1,0,0,0,0,0,1
484,1811817898,FALSE,finalized,5,7/15/2018 8:36:32,2,0.7961,7/13/2018 18:17:11,1810990299,7/13/2018 18:17:11,,,"Outstanding thus far, do you have a shoe shine person?",1,0,0,0,0,0,1
485,1811815327,FALSE,finalized,5,7/15/2018 19:29:43,1,0.5943,7/13/2018 18:16:50,1810987651,7/13/2018 18:16:50,,,we arrive at 1:30 at the airport— can you make transportation arrangements for us?,0,0,1,0,0,0,0
486,1811818922,FALSE,finalized,5,7/15/2018 19:00:07,2,0.5905,7/13/2018 18:17:20,1810991352,7/13/2018 18:17:20,,,Wondering how close room is to being ready,1,0,1,0,0,0,1
487,1811813645,FALSE,finalized,5,7/15/2018 14:48:52,3,0.802,7/13/2018 18:16:36,1810985930,7/13/2018 18:16:36,,,Could you please tell me what room we have and when it will be ready?.Thank you!,0,0,0,0,0,0,0
488,1811815279,FALSE,finalized,5,7/15/2018 14:05:49,2,1,7/13/2018 18:16:49,1810987601,7/13/2018 18:16:49,,,How much is it for a cabana by the pool ?,1,0,0,0,0,0,1
489,1811818101,FALSE,finalized,5,7/15/2018 9:06:58,2,1,7/13/2018 18:17:13,1810990510,7/13/2018 18:17:13,,,Is the Wi-Fi in the room complementary or is there a fee?,1,0,0,0,0,0,1
490,1811813478,FALSE,finalized,5,7/15/2018 14:49:45,2,0.7925,7/13/2018 18:16:35,1810985757,7/13/2018 18:16:35,,,"Hello this is room 716, we were wondering what's your breakfast prices in the shop on ground floor?",1,0,0,0,0,0,1
491,1811819004,FALSE,finalized,5,7/15/2018 8:01:23,2,0.8119,7/13/2018 18:17:21,1810991442,7/13/2018 18:17:21,,,"Hi, is there a room available by chance?",1,0,0,0,0,0,1
492,1811818352,FALSE,finalized,5,7/15/2018 22:52:48,2,1,7/13/2018 18:17:15,1810990763,7/13/2018 18:17:15,,,What time does the club lounge open?,1,0,0,0,0,0,1
493,1811813353,FALSE,finalized,6,7/15/2018 15:07:12,2,1,7/13/2018 18:16:34,1810985625,7/13/2018 18:16:34,,,1136.What time does the breakfast buffet open tomorrow morning,1,0,0,0,0,0,1
494,1811818636,FALSE,finalized,5,7/15/2018 14:10:10,0,1,7/13/2018 18:17:18,1810991059,7/13/2018 18:17:18,,,"If so, how much?",0,0,0,0,0,0,2
495,1811813783,FALSE,finalized,5,7/15/2018 19:17:20,2,0.6243,7/13/2018 18:16:38,1810986067,7/13/2018 18:16:38,,,Do you know how I can get a hold of my username for the wifi ?,1,0,1,0,0,0,1
496,1811814613,FALSE,finalized,5,7/15/2018 18:18:46,0,0.8091,7/13/2018 18:16:44,1810986922,7/13/2018 18:16:44,,,How does the process work?,0,0,0,0,0,0,2
497,1811818338,FALSE,finalized,5,7/15/2018 18:16:47,2,0.8037,7/13/2018 18:17:15,1810990749,7/13/2018 18:17:15,,,Do you know how long breakfast runs for up at the club lounge?,1,0,0,0,0,0,1
498,1811818786,FALSE,finalized,5,7/15/2018 18:17:28,2,1,7/13/2018 18:17:19,1810991213,7/13/2018 18:17:19,,,Ruben- where can I go buy good makeup?,1,0,0,0,0,0,1
499,1811813447,FALSE,finalized,5,7/15/2018 16:17:00,2,1,7/13/2018 18:16:35,1810985724,7/13/2018 18:16:35,,,What time does the story on the 6th floor close?,1,0,0,0,0,0,1
500,1811815488,FALSE,finalized,6,7/15/2018 15:45:08,2,0.8444,7/13/2018 18:16:51,1810987815,7/13/2018 18:16:51,,,Also can you recommend a taxi service?,1,0,0,0,0,0,1
501,1811813417,FALSE,finalized,5,7/16/2018 1:38:04,2,0.7789,7/13/2018 18:16:35,1810985691,7/13/2018 18:16:35,,,Can you please tell me what time breakfast is over room 348,1,0,0,0,0,0,1
502,1811817640,FALSE,finalized,5,7/15/2018 16:38:18,2,0.7944,7/13/2018 18:17:09,1810990030,7/13/2018 18:17:09,,,Hi there - just wondering how to check in for a stay this evening.,1,0,0,0,0,0,1
503,1811817568,FALSE,finalized,6,7/15/2018 8:52:51,0,0.6435,7/13/2018 18:17:08,1810989956,7/13/2018 18:17:08,,,when we arrive?! ..,0,0,1,0,0,0,2
504,1811814204,FALSE,finalized,5,7/15/2018 14:02:00,2,0.5962,7/13/2018 18:16:41,1810986501,7/13/2018 18:16:41,,,Do you have any dog bags to pick up her solid waste in the park when we walk??,1,0,1,0,0,0,1
505,1811814426,FALSE,finalized,5,7/15/2018 18:46:58,1,0.7818,7/13/2018 18:16:42,1810986729,7/13/2018 18:16:42,,,Hi there - can you email me my room receipt?,0,0,0,0,0,0,0
506,1811817821,FALSE,finalized,5,7/15/2018 20:12:19,0,0.8036,7/13/2018 18:17:10,1810990218,7/13/2018 18:17:10,,,What is it?,0,0,0,0,0,0,2
507,1811814723,FALSE,finalized,5,7/15/2018 21:36:07,2,0.6205,7/13/2018 18:16:45,1810987035,7/13/2018 18:16:45,,,Will I receive the wrist bands when I check in tommorow?,1,0,1,0,0,0,1
508,1811815663,FALSE,finalized,5,7/15/2018 18:14:40,3,0.4095,7/13/2018 18:16:52,1810987998,7/13/2018 18:16:52,,,can you please cancel my car this morning?,0,0,1,0,0,0,0
509,1811813753,FALSE,finalized,5,7/15/2018 16:17:23,3,0.6154,7/13/2018 18:16:37,1810986038,7/13/2018 18:16:37,,,Could you tell me how my room is set up?,0,0,1,0,0,0,0
510,1811819157,FALSE,finalized,5,7/15/2018 10:48:12,2,1,7/13/2018 18:17:22,1810991615,7/13/2018 18:17:22,,,How can we access the mailbox?,1,0,0,0,0,0,1
511,1811819149,FALSE,finalized,5,7/15/2018 20:47:33,2,0.5906,7/13/2018 18:17:22,1810991606,7/13/2018 18:17:22,,,"Hi this is Fei, could you help me check is there any locket code ?",1,0,1,0,0,0,1
512,1811814927,FALSE,finalized,5,7/15/2018 7:59:43,2,0.8119,7/13/2018 18:16:46,1810987242,7/13/2018 18:16:46,,,I was wondering what time we can check in.,1,0,0,0,0,0,1
513,1811815802,FALSE,finalized,5,7/16/2018 0:11:02,2,1,7/13/2018 18:16:53,1810988136,7/13/2018 18:16:53,,,"Hello, how much is the pick up at the airport for your hotel ?",1,0,0,0,0,0,1
514,1811817210,FALSE,finalized,6,7/15/2018 14:32:50,2,0.6613,7/13/2018 18:17:05,1810989585,7/13/2018 18:17:05,,,"We'll be there after crossing MS150 finish line, can we check in around 130?",1,0,1,0,0,0,1
515,1811818476,FALSE,finalized,5,7/15/2018 18:06:23,1,0.6139,7/13/2018 18:17:16,1810990890,7/13/2018 18:17:16,,,Can you text me when it is here?,0,0,1,0,0,0,0
516,1811813855,FALSE,finalized,5,7/15/2018 18:25:50,2,1,7/13/2018 18:16:38,1810986141,7/13/2018 18:16:38,,,I have the password fir Wi-Fi..what is user name?,1,0,0,0,0,0,1
517,1811818586,FALSE,finalized,5,7/15/2018 18:19:18,2,0.7874,7/13/2018 18:17:17,1810991007,7/13/2018 18:17:17,,,One more question: is there somewhere on premises or near for hair and make-up?,1,0,0,0,0,0,1
518,1811818997,FALSE,finalized,6,7/15/2018 5:27:52,2,1,7/13/2018 18:17:21,1810991434,7/13/2018 18:17:21,,,Hey Ruben - which spa were you recommending we use?,1,0,0,0,0,0,1
519,1811817439,FALSE,finalized,5,7/15/2018 17:01:48,0,1,7/13/2018 18:17:07,1810989823,7/13/2018 18:17:07,,,What is it for?,0,0,0,0,0,0,2
520,1811816154,FALSE,finalized,5,7/15/2018 5:05:51,2,0.6346,7/13/2018 18:16:56,1810988497,7/13/2018 18:16:56,,,I'm running a little late on a bike ride--is it possible to check out a little late?,1,0,1,0,0,0,1
521,1811816164,FALSE,finalized,6,7/15/2018 14:09:07,0,1,7/13/2018 18:16:56,1810988507,7/13/2018 18:16:56,,,What do you think,0,0,0,0,0,0,2
522,1811814180,FALSE,finalized,5,7/15/2018 5:48:53,0,0.5979,7/13/2018 18:16:41,1810986474,7/13/2018 18:16:41,,,Maybe there's something you need to do when I switch cards?,0,0,1,0,0,0,2
523,1811814182,FALSE,finalized,5,7/15/2018 5:07:40,2,1,7/13/2018 18:16:41,1810986477,7/13/2018 18:16:41,,,Do you know where the closest Red Line stop is from the hotel?,1,0,0,0,0,0,1
524,1811814102,FALSE,finalized,5,7/15/2018 17:55:02,0,0.7728,7/13/2018 18:16:40,1810986389,7/13/2018 18:16:40,,,Sorry who is this?,0,0,0,0,0,0,2
525,1811816499,FALSE,finalized,6,7/15/2018 15:46:27,1,1,7/13/2018 18:16:59,1810988849,7/13/2018 18:16:59,,,"Hi, can you please email me a receipt ([EMAIL])",0,0,0,0,0,0,0
526,1811816182,FALSE,finalized,6,7/15/2018 13:39:27,2,1,7/13/2018 18:16:56,1810988525,7/13/2018 18:16:56,,,"Btw, is there any WiFi available?",1,0,0,0,0,0,1
527,1811813168,FALSE,finalized,5,7/14/2018 22:59:35,1,0.5963,7/13/2018 18:16:33,1810985434,7/13/2018 18:16:33,,,If it comes available early can you let me know.,0,0,1,0,0,0,0
528,1811814745,FALSE,finalized,5,7/15/2018 14:32:48,2,1,7/13/2018 18:16:45,1810987058,7/13/2018 18:16:45,,,A place where kids can go during the day?,1,0,0,0,0,0,1
529,1811815109,FALSE,finalized,5,7/15/2018 11:57:14,2,1,7/13/2018 18:16:48,1810987429,7/13/2018 18:16:48,,,Will the bar be open and is there food near by?,1,0,0,0,0,0,1
530,1811813424,FALSE,finalized,5,7/15/2018 6:02:07,2,1,7/13/2018 18:16:35,1810985700,7/13/2018 18:16:35,,,And what is the username for WiFi?,1,0,0,0,0,0,1
531,1811817226,FALSE,finalized,6,7/15/2018 9:08:48,0,1,7/13/2018 18:17:05,1810989601,7/13/2018 18:17:05,,,Hahahaha I obviously know how to party - thanks !!!!,0,0,0,0,0,0,2
